"mergeid","cftype","gniscode","cfname","cfsubtype","comment","source","jurisdicti","community","address","POINT_X","POINT_Y"
"14868","School",405250,"Castellanos Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2524 S Central Park Ave",-87.7151716118,41.8454496656
"14873","School",0,"Consuella B. York Alternative High School","Non Public School",,"AG","COUNTY OF COOK","Chicago","2739 S Sacramento Ave",-87.6978657463,41.841496639
"14909","School",1830911,"UNO Academy Charter Schools","Public School",,"ACG","PUB BLDG COMM OF CHGO","Chicago","2317 W 23rd Pl",-87.6839155754,41.849064035
"14911","School",0,"Finkl Elementary School","Public School",,"AGI","PUB BLDG COMM OF CHGO","Chicago","2332 S Western Ave",-87.6866842196,41.849411456
"14912","School",0,"Zapata Elementary Academy","Public School",,"AGI","PUB BLDG COMM OF CHGO","Chicago","2728 S Kostner Ave",-87.7351722985,41.8415335926
"14935","School",407751,"Ebenezer School","Non Public School",,"CG","EBENEZER LUTHERAN CH","Chicago","1254 S Harding Ave",-87.7242598469,41.8645931844
"14962","School",409231,"Grace Christian Academy","Non Public School",,"ABCGI","GRACE EV LUTHERAN CONG","Chicago","4106 W 28th St",-87.7272378856,41.8407635906
"14967","School",0,"Little Village Elementary School","Public School",,"AGI","CHICAGO PUB BLDG COMM","Chicago","2620 S Lawndale Ave",-87.7176402718,41.843229777
"14973","School",1833432,"Saint Paul - Our Lady of Vilna","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","2114 W 22nd Pl",-87.6790906574,41.8514799389
"14974","School",1833401,"Saint Michael the Archangel Catholic School","Non Public School","Additional GNIS code of 1833397","CGI","CATHOLIC BISHOP CHGO","Chicago","2315 W 24th Pl",-87.6837094732,41.8472585251
"14975","School",409143,"Good Shepherd School","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Chicago","2735 S Kolin Ave",-87.7326303348,41.8411401335
"15104","School",0,"Latino Youth High School","Non Public School",,"AI",,"Chicago","2001 S California Ave",-87.6951787155,41.8548020128
"15105","School",0,"Henry Ford Academy Power House Charter High School","Public School",,"ABI",,"Chicago","931 S Homan Ave",-87.7099392624,41.8692081502
"15120","School",1829761,"George Leland Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5226 W Harrison St",-87.7557270533,41.8734695674
"15128","School",0,"West Side Learning Center of Malcolm X College","Public School","Feature name was found on google streetview","G","PUB BLDG COMM OF CHGO","Chicago","4624 W Madison St",-87.7410112549,41.881230043
"15135","School",0,"Banner West Academy High School","Non Public School",,"AG","CATHOLIC BISHOP CHGO","Chicago","5035 W North Ave",-87.7528694034,41.9092277522
"15139","School",1833458,"Saint Philomena School","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Chicago","4127 W Cortland St",-87.729663335,41.9149057124
"15140","School",0,"Noble Street Charter Pritzker College Preparatory","Public School",,"GI","CATHOLIC BISHOP CHGO","Chicago","4127 W Cortland St",-87.729663335,41.9149057124
"15141","School",405431,"Cameron Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1236 N Monticello Ave",-87.7185057737,41.9039927694
"15142","School",409956,"Hay Elementary Community Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1018 N Laramie Ave",-87.7563264463,41.8994980822
"15143","School",1832669,"Brian Piccolo Elementary Specialty School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1040 N Keeler Ave",-87.7323874216,41.9002883547
"15144","School",412709,"Lowell Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3336 W Hirsch St",-87.7105802916,41.9066918295
"15145","School",1831404,"Luis Munoz Marin/Lowell Branch Early Childhood Center","Public School",,"CG","CHICAGO BD EDUCATION","Chicago","3320 W Evergreen Ave",-87.7101852108,41.9057934971
"15146","School",411975,"Lewis Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1437 N Leamington Ave",-87.7540440921,41.9068024473
"15147","School",421600,"Young Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1434 N Parkside Ave",-87.767634114,41.9066380388
"15148","School",1826906,"Frederick A Douglass Academy High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","550 N Parkside Ave",-87.7671304138,41.8901739018
"15153","School",413857,"Polaris Elementary Charter Academy","Public School",,"ABCGI","CHICAGO BD EDUCATION","Chicago","620 N Sawyer Ave",-87.7082686737,41.8924136331
"15154","School",417084,"Ryerson Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","632 N Lawndale Ave",-87.7191519095,41.8928210615
"15155","School",414287,"Nash Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4847 W Erie St",-87.7471790839,41.8918117409
"15156","School",416246,"Prosser Career Academy High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2231 N Central Ave",-87.763302517,41.9211784859
"15157","School",409756,"Hanson Park Elementary School","Public School","Additional GNIS code of 409755.","ACGI","CHICAGO BD EDUCATION","Chicago","2231 N Central Ave",-87.763302517,41.9211784859
"15158","School",0,"Prieto Math-Science Elementary School","Public School",,"AGI","CHICAGO BD EDUCATION","Chicago","2231 N Central Ave",-87.763302517,41.9211784859
"15160","School",0,"Rockne Stadium","Public School",,"G","CHICAGO BOARD OF ED","Chicago","1117 S Central Ave",-87.7632709632,41.8668867815
"15161","School",0,"North-Grand High School","Public School",,"AGI","CHICAGO BOARD OF ED","Chicago","4338 W Wabansia Ave",-87.7349641257,41.9125103661
"15162","School",1836570,"Salem Christian School","Non Public School",,"ABCGI","SALEM CHRISTIAN SCHOOL","Chicago","2018 N Richmond St",-87.7003009107,41.9182149562
"15169","School",0,"UCAN Academy","Non Public School",,"AGI","UHLICH CHILDRENS HOME","Chicago","3120 W Grand Ave",-87.7046014233,41.8979236418
"15195","School",1833392,"Chicago Talent Development Charter High School","Public School",,"BCG","ACADEMY OF COMM & TECH","Chicago","4315 W Washington Blvd",-87.7337094716,41.8815470328
"15206","School",0,"John Raymond Parker Life House Academy","Non Public School",,"AG","AUSTIN MESSIAH LUTH CH","Chicago","908 N Waller Ave",-87.7682475258,41.8968583113
"15226","School",0,"Puerto Rican High School - Pedro A Campos","Non Public School",,"ABGI","PUERTO RICAN CULT CT","Chicago","2739 W Division St",-87.6959989054,41.9026296173
"15348","School",416259,"Providence Saint Mel School","Non Public School",,"ABCGI","PROVIDENCE ST MEL H S","Chicago","119 S Central Park Blvd",-87.7153250925,41.879154105
"15372","School",1825834,"Austin Career Education Center","Non Public School",,"ABCGI","ACEC CORP","Chicago","5352 W Chicago Ave",-87.7603257431,41.8951734768
"15375","School",1826052,"Clark Academic Preparatory Magnet High School","Public School",,"ACI","CHICAGO PUB BLDG COMM","Chicago","5101 W Harrison St",-87.7529086746,41.8724751118
"15382","School",0,"Judah Foundational Community School","Non Public School",,"A",,"Chicago","856 N Pulaski Rd",-87.7264864496,41.8970258792
"15383","School",0,"Chance After Chance College Preparatory","Non Public School",,"D",,"Chicago","307 N Cicero Ave",-87.745165212,41.8856573165
"15763","School",0,"Peace and Education Coalition High School","Public School",,"AG","CHICAGO BOARD OF ED","Chicago","4946 S Paulina St",-87.6676238548,41.8035695012
"15764","School",0,"Hernandez Middle School","Public School",,"AGI","BOARD OF ED DST #299","Chicago","3510 W 55th St",-87.7120705528,41.7941482461
"15769","School",1826894,"Pope John Paul II Catholic School","Non Public School","Additional GNIS code of 1833014.","ABCGI","CATHOLIC BISHOP CHGO","Chicago","4327 S Richmond St",-87.6974605218,41.8145868726
"15772","School",2352838,"Talman Elementary School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","5443 S Washtenaw Ave",-87.6907774745,41.7946585208
"15774","School",417827,"Saint Turibius School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","4112 W 57th St",-87.7261932452,41.790000275
"15776","School",0,"Saint Mary of the Sea School","Non Public School","Feature name was found on google streetview","G","CATHOLIC BISHOP CHGO","Chicago","4626 W 63rd St",-87.7382989984,41.7788437971
"15778","School",0,"Fairfield Elementary Academy","Public School",,"AGI","CATHOLIC BISHOP CHGO","Chicago","6231 S Fairfield Ave",-87.6915909503,41.7800629346
"15781","School",417784,"Saint Richard School","Non Public School",,"ACGI","CATHOLIC BISHOP CHGO","Chicago","5000 S Kostner Ave",-87.7338246265,41.8017030704
"15796","School",408834,"Gage Park High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5630 S Rockwell St",-87.6900660066,41.7910242673
"15798","School",415430,"Pasteur Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5825 S Kostner Ave",-87.73210252,41.7867954675
"15803","School",409572,"Gunsaulus Elementary Scholastic Academy","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4420 S Sacramento Ave",-87.6998565064,41.8127331904
"15804","School",419780,"Tonti Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","5817 S Homan Ave",-87.7076591915,41.7870866941
"15805","School",415507,"Peck Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3826 W 58th St",-87.7193437061,41.7882668615
"15806","School",413835,"Morrill Elementary Math and Science School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","6011 S Rockwell St",-87.6880395779,41.7837575212
"15807","School",406978,"Davis N Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3014 W 39th Pl",-87.7008212301,41.8222061902
"15808","School",407804,"Edwards Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4859 S Karlov Ave",-87.7253404114,41.8051038185
"15809","School",410024,"Hedges Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","4735 S Winchester Ave",-87.6730962104,41.8074202642
"15991","School",418242,"Salazar Elementary Bilingual Center","Public School",,"ACGI","CHICAGO BOARD OF ED","Chicago","160 W Wendell St",-87.6338729443,41.9015681851
"16004","School",414229,"Mulligan School","Public School",,"CG","CHICAGO BD EDUCATION","Chicago","1863 N Sheffield Ave",-87.6529178255,41.9153547109
"16011","School",416282,"Pulaski International School of Chicago","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2230 W Mclean Ave",-87.6837721685,41.918783473
"16021","School",0,"Skinner North Elementary School","Public School",,"AGI","PUB BLDG COMM OF CHGO","Chicago","640 W Scott St",-87.6449921327,41.9052984044
"16026","School",417475,"Josephinum Academy","Non Public School",,"ABCGI","SOC-SIS CHRISTN CHAR","Chicago","1503 N Oakley Blvd",-87.6841464538,41.9092609907
"16038","School",413894,"Near North Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","739 N Ada St",-87.6611109265,41.8956433023
"16066","School",403500,"Andersen Elementary School","Public School",,"CGI","CHICAGO BD EDUCATION","Chicago","1148 N Honore St",-87.6741880442,41.9024707484
"16067","School",0,"LaSalle II Language Academy Elementary School","Public School",,"AGI","CHICAGO BD EDUCATION","Chicago","1148 N Honore St",-87.6741880442,41.9024707484
"16068","School",0,"Cornerstone Academy","Non Public School",,"ABGI","LASALLE FOUNDATION","Chicago","1111 N Wells St",-87.6341208319,41.9026148441
"16072","School",413688,"Mitchell Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2233 W Ohio St",-87.6832845854,41.8917904731
"16075","School",0,"Chicago Virtual Charter School","Public School",,"ABGI","MERIT SCHOOL OF MUSIC","Chicago","38 S Peoria St",-87.6501287983,41.8809408542
"16079","School",0,"Noble Street Charter High School","Non Public School",,"ABI",,"Chicago","1 N State St",-87.6269982455,41.8823804003
"16096","School",0,"Lawrence Hall","Non Public School","Special Education","A",,"Chicago","65 E Wacker Pl",-87.6255443465,41.8865257261
"16110","School",0,"West Town Academy","Non Public School",,"AI",,"Chicago","2037 W Fulton St",-87.678224888,41.8864896471
"16120","School",0,"Ombudsman Educational Services","Non Public School","Special Education","A",,"Chicago","1575 N Milwaukee Ave",-87.6767432378,41.9102512715
"16132","School",0,"Living Free Center","Non Public School",,"A","CHICAGO HOUSING AUTHORITY","Chicago","2145 W Lake St",-87.6812205552,41.8846286234
"16157","School",0,"Chicago Grammar School","Non Public School",,"A",,"Chicago","904 N Franklin St",-87.6360884368,41.8992219663
"16158","School",0,"British School of Chicago","Non Public School",,"A",,"Chicago","814 W Eastman St",-87.6488056938,41.9080173088
"16164","School",411803,"Lane Technical High School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2501 W Addison St",-87.6907432321,41.9452426205
"16165","School",404133,"Bell Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3730 N Oakley Ave",-87.6865336821,41.9494854802
"16197","School",0,"Inter-American Elementary Magnet School","Public School",,"AGI","CHICAGO BD EDUCATION","Chicago","851 W Waveland Ave",-87.6512516731,41.9481893108
"16204","School",0,"Lake View Academy","Non Public School",,"AGI","LAKE VIEW PRESBY CH","Chicago","716 W Addison St",-87.6478046223,41.9475605712
"16213","School",409112,"Goethe Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2236 N Rockwell St",-87.6932529798,41.9230185476
"16214","School",403475,"Marshall Middle School","Public School",,"ACGI","PUB BLDG COMM OF CHGO","Chicago","3900 N Lawndale Ave",-87.7208313045,41.952406712
"16216","School",0,"Kidwatch Plus","Non Public School",,"AGI","PUB BLDG COMM OF CHGO","Chicago","3900 N Lawndale Ave",-87.7208313045,41.952406712
"16222","School",417842,"Saint Wenceslaus School","Non Public School",,"CG","CATHOLIC BISHOP CHGO","Chicago","3425 N Lawndale Ave",-87.7193588598,41.9433731578
"16227","School",417832,"Saint Veronicas School","Non Public School",,"CG","CONCORDIA LUTH CHURCH","Chicago","3300 N Whipple St",-87.7043609399,41.941492661
"16253","School",410931,"Disney II Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","3815 N Kedvale Ave",-87.7299510986,41.9507003477
"16264","School",0,"Alcott Humanities High School","Public School",,"AGI","CHICAGO BD EDUCATION","Chicago","2957 N Hoyne Ave",-87.6803068371,41.9352307612
"16265","School",0,"Schneider Elementary School","Public School",,"AGI","CHICAGO BD EDUCATION","Chicago","2957 N Hoyne Ave",-87.6803068371,41.9352307612
"16266","School",1830858,"Jehovah Lutheran School","Non Public School",,"ACGI","JEHOVAH EV LUTH CH","Chicago","3740 W Belden Ave",-87.7211118757,41.9229873536
"16272","School",403365,"Agassiz Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2851 N Seminary Ave",-87.6556950217,41.9339683546
"16275","School",0,"Banner North School","Public School",,"AG","CATHOLIC BISHOP CHGO","Chicago","2755 N Marshfield Ave",-87.6692500936,41.9321270499
"16289","School",413157,"Mayer Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","2246 N Clifton Ave",-87.6577758286,41.9230800439
"16294","School",0,"DePaul University Belden Place","Public School",,"G","CITY OF CHICAGO","Chicago","757 W Belden Ave",-87.6483388553,41.9233491977
"16298","School",1833238,"Chicago International Charter School-Bucktown","Non Public School",,"CGI","CATHOLIC BISHOP CHGO","Chicago","2235 N Hamilton Ave",-87.6808511113,41.9220246752
"16303","School",0,"Lakeview Learning Center","Public School",,"G","PUB BLDG COMM OF CHGO","Chicago","3310 N Clark St",-87.6527907164,41.9420322883
"16304","School",405230,"Burley Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1630 W Barry Ave",-87.6698105144,41.9383116605
"16306","School",416197,"Prescott Elementary School","Public School",,"ACGI","CHICAGO BD EDUCATION","Chicago","1632 W Wrightwood Ave",-87.6689210569,41.9290988258
"16311","School",0,"Montessori Dela Citta","Non Public School",,"ABI",,"Chicago","1501 W Fullerton Ave",-87.6659313736,41.9249274446
