"id","longitude","latitude","cftype","dist_to_trap","trap_trap_name"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",2.6,"T025"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",9,"T025"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",8.8,"T025"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",8.8,"T025"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",6.7,"T025"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",6.6,"T025"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",2.6,"T025"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",5,"T025"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",19.8,"T025"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",5.8,"T025"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",3.4,"T025"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",10.1,"T028"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",9,"T028"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",6.7,"T028"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",6,"T028"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",5.6,"T028"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",3.9,"T028"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",3.7,"T028"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",7.1,"T028"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",15.2,"T028"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",15.5,"T028"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",8.2,"T028"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",10.5,"T028"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",7.7,"T028"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",8,"T028"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",8.2,"T028"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",8.2,"T028"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",8.5,"T028"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",9.2,"T028"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",7.7,"T028"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",8,"T028"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",5.6,"T028"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",5.7,"T028"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",9,"T028"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",14.6,"T028"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",14.7,"T028"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",15.2,"T028"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",16.9,"T028"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",17.6,"T028"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",20.8,"T028"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",14.3,"T028"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",13.3,"T028"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",11.6,"T028"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",8.2,"T028"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",9.2,"T028"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",2.9,"T028"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",1.4,"T028"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",1.1,"T028"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",7.4,"T028"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",7.3,"T028"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",7.3,"T028"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",4.6,"T028"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",4.9,"T028"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",5.1,"T028"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",1.7,"T028"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",19,"T028"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",3.1,"T028"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",6.5,"T028"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",4.6,"T033"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",4.2,"T033"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",1.1,"T033"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",1,"T033"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",0.8,"T033"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",3.3,"T033"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",2.8,"T033"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",5,"T033"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",9.6,"T033"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",11,"T033"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",3,"T033"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",6.3,"T033"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",2.4,"T033"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",2.7,"T033"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",3,"T033"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",3,"T033"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",3,"T033"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",3.7,"T033"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",2.2,"T033"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",3.5,"T033"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",0.7,"T033"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",0.2,"T033"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",4.2,"T033"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",9.4,"T033"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",9.6,"T033"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",9.9,"T033"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",12.1,"T033"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",12.9,"T033"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",15.5,"T033"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",9.6,"T033"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",8.5,"T033"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",6.8,"T033"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",3,"T033"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",4,"T033"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",4.2,"T033"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",4.8,"T033"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",4.6,"T033"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",4.4,"T033"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",4.2,"T033"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",4.2,"T033"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",3.9,"T033"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",3.1,"T033"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",4.3,"T033"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",6.4,"T033"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",14.2,"T033"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",4.7,"T033"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",8.1,"T033"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",9.7,"T089"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",12.6,"T089"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",13.2,"T089"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",13.7,"T089"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",14.1,"T089"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",16.2,"T089"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",16.8,"T089"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",16.6,"T089"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",4.9,"T089"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",6.7,"T089"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",11.5,"T089"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",10.2,"T089"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",11.9,"T089"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",11.6,"T089"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",11.5,"T089"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",11.5,"T089"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",11.2,"T089"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",10.5,"T089"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",12.3,"T089"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",13.7,"T089"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",14.1,"T089"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",14,"T089"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",12.6,"T089"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",5.2,"T089"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",5.2,"T089"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",4.5,"T089"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",5.4,"T089"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",5.5,"T089"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",1.9,"T089"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",6.6,"T089"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",7.3,"T089"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",8.7,"T089"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",11.5,"T089"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",10.5,"T089"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",17.4,"T089"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",18.5,"T089"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",18.7,"T089"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",13.3,"T089"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",13.3,"T089"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",13.3,"T089"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",16,"T089"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",15.2,"T089"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",17.5,"T089"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",20,"T089"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",4.8,"T089"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",17.6,"T089"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",21.2,"T089"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",11.5,"T090"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",14.3,"T090"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",15.1,"T090"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",15.6,"T090"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",15.9,"T090"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",18.1,"T090"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",18.6,"T090"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",18.3,"T090"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",6.6,"T090"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",8.4,"T090"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.4,"T090"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",12.1,"T090"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",13.8,"T090"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13.5,"T090"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.4,"T090"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.4,"T090"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",13,"T090"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",12.4,"T090"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",14.1,"T090"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",15.4,"T090"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",16,"T090"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",15.9,"T090"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",14.3,"T090"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",7.1,"T090"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",7.1,"T090"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",6.4,"T090"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",6.9,"T090"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",7,"T090"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",2.1,"T090"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",8.4,"T090"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",9.1,"T090"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",10.6,"T090"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.4,"T090"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",12.4,"T090"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",19.3,"T090"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",20.4,"T090"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",20.6,"T090"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.3,"T090"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",15.2,"T090"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",15.2,"T090"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",17.9,"T090"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",17.1,"T090"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",19.3,"T090"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",21.9,"T090"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",5.9,"T090"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",19.5,"T090"
"Resurrection Medical Center",-87.8166981,41.9861043,"Hospital",22.8,"T090"
"Cermak Hospital",-87.6975661,41.8409834,"Hospital",12,"T092"
"Hartgrove Hospital",-87.7636869,41.8688096,"Hospital",15.1,"T092"
"Sacred Heart Hospital",-87.7088864,41.8918399,"Hospital",15.5,"T092"
"Saint Mary Of Nazareth Hospital",-87.6845374,41.9012409,"Hospital",15.8,"T092"
"Saint Elizabeth's Hospital",-87.6859039,41.9066862,"Hospital",16.2,"T092"
"Advocate Illinois Masonic Medical Center",-87.6516277,41.9381322,"Hospital",18.1,"T092"
"Kindred Chicago Central Hospital",-87.7286484,41.9416948,"Hospital",19.1,"T092"
"Shriners Hospitals for Children",-87.795729,41.9216623,"Hospital",19.1,"T092"
"Holy Cross Hospital",-87.699063,41.7678191,"Hospital",7.4,"T092"
"La Rabida Children's Hospital",-87.5747155,41.7799698,"Hospital",7.5,"T092"
"University of Illinois at Chicago Hospital",-87.6728749,41.8698326,"Hospital",13.6,"T092"
"Mercy Hospital and Medical Center",-87.6101983,41.8475444,"Hospital",11.8,"T092"
"Core Center Ruth M. Rothstein",-87.680505,41.8759315,"Hospital",14,"T092"
"Jesse Brown Veterans Medical Center",-87.6794415,41.8715694,"Hospital",13.7,"T092"
"University of Illinois at Chicago College of Medicine - School of Public Health West",-87.6728749,41.8698326,"Hospital",13.6,"T092"
"John H Stroger Junior Hospital Cook County",-87.6728749,41.8698326,"Hospital",13.6,"T092"
"Mount Sinai Hospital",-87.6925503,41.8637638,"Hospital",13.4,"T092"
"Saint Anthony Hospital",-87.6973284,41.8537051,"Hospital",12.8,"T092"
"Advocate Bethany Hospital",-87.7133314,41.8772429,"Hospital",14.6,"T092"
"PCC Austin Family Health Center",-87.7626533,41.8857783,"Hospital",16.1,"T092"
"Westown Neighborhood Health Center",-87.6883533,41.9066547,"Hospital",16.2,"T092"
"Norwegian American Hospital Incorporated",-87.6986233,41.9048448,"Hospital",16.2,"T092"
"Loretto Hospital",-87.7636869,41.8688096,"Hospital",15.1,"T092"
"Englewood Health Center",-87.6413586,41.7785368,"Hospital",7.1,"T092"
"Saint Bernard Hospital",-87.6338527,41.7781818,"Hospital",7,"T092"
"Englewood Health Center",-87.6529983,41.7687121,"Hospital",6.5,"T092"
"Jackson Park Hospital and Medical Center",-87.580746,41.7570821,"Hospital",5.9,"T092"
"South Shore Hospital",-87.5686395,41.74988,"Hospital",5.7,"T092"
"Roseland Community Hospital",-87.6254541,41.6907398,"Hospital",0.9,"T092"
"University of Chicago Medical Center",-87.6012849,41.7904693,"Hospital",7.9,"T092"
"Provident Hospital of Cook County",-87.6126398,41.8039289,"Hospital",8.8,"T092"
"Near South Health Center",-87.6240909,41.8274019,"Hospital",10.4,"T092"
"Rush University Medical Center",-87.6728749,41.8698326,"Hospital",13.6,"T092"
"Pilsen Community Health Center",-87.6649061,41.8559903,"Hospital",12.5,"T092"
"Thorek Hospital and Medical Center",-87.6519927,41.9557446,"Hospital",19.3,"T092"
"Bethany Hospital",-87.6698118,41.972293,"Hospital",20.5,"T092"
"Swedish Covenant Hospital",-87.7009718,41.9730682,"Hospital",20.8,"T092"
"Northwestern University Rehabilitation Institute of Chicago",-87.6177287,41.8950136,"Hospital",15.1,"T092"
"Northwestern Memorial Hospital",-87.622289,41.8950618,"Hospital",15.1,"T092"
"Ann & Robert H. Lurie Children's Memorial Hospital",-87.622289,41.8950618,"Hospital",15.1,"T092"
"Saint Joseph Hospital",-87.6351518,41.9350807,"Hospital",17.8,"T092"
"Childrens Memorial Hospital",-87.6458783,41.9239808,"Hospital",17.1,"T092"
"Our Lady of Resurrection Medical Center",-87.7691105,41.9435674,"Hospital",19.9,"T092"
"Kindred-Lakeshore Hospital",-87.6565558,41.9934691,"Hospital",21.9,"T092"
"Trinity Hospital",-87.5688044,41.7280249,"Hospital",4.5,"T092"
"Louis A Weiss Memorial Hospital",-87.6424095,41.9584475,"Hospital",19.5,"T092"
