"Property.Address","nrows","min.issued.date","max.issued.date","city","state","zip","addr.nbr","addr.street.and.dir","addr.dir","addr.street","addr.end","st.name.pot","address.one.line","google.call","seqn","json","status","result.cnt","place.id","formatted.address","lat","lng","route","locality","administrative_area_level_2","administrative_area_level_1","country","row.name","street_number","neighborhood","postal_code","postal_code_suffix","administrative_area_level_3","intersection","bus_station"
"5002 S WINCHESTER ",6,2014-08-01,2014-08-01,"Chicago","IL",NA,5002,"S WINCHESTER","S","WINCHESTER","WINCHESTER",NA,"5002+S+WINCHESTER+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5002+S+WINCHESTER+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5002"", ""South Winchester Avenue"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""4836""), short_name = c(""5002"", ""S Winchester Ave"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""4836""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", 
""political""), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""5002 S Winchester Ave, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8028899, lng = -87.6734874), southwest = list(lat = 41.8028383, lng = -87.6736879)), location = list(lat = 41.8028601, lng = -87.6735911), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8042130802915, lng = -87.6722386697085), southwest = list(lat = 41.8015151197085, lng = -87.6749366302915))), place_id = ""ChIJTWyoF2wuDogRQEta-fNb4uE"", 
    types = list(""premise""))","OK",1,"ChIJTWyoF2wuDogRQEta-fNb4uE","5002 S Winchester Ave, Chicago, IL 60609, USA",41.8028601,-87.6735911,"S Winchester Ave","Chicago","Cook County","IL","US","short_name","5002","Back of the Yards","60609","4836",NA,NA,NA
"5002 W FULTON ",2,2018-10-27,2018-10-27,"Chicago","IL",NA,5002,"W FULTON","W","FULTON","FULTON",NA,"5002+W+FULTON+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5002+W+FULTON+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5002"", ""West Fulton Street"", ""Austin"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60644"", ""2511""), short_name = c(""5002"", ""W Fulton St"", ""Austin"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60644"", ""2511""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""5002 W Fulton St, Chicago, IL 60644, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8859699, lng = -87.7506122), southwest = list(lat = 41.8858363, lng = -87.7506998)), location = list(lat = 41.8858936, lng = -87.7506642), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8872520802915, lng = -87.7493070197085), southwest = list(lat = 41.8845541197085, lng = -87.7520049802915))), place_id = ""ChIJh6LVOTozDogR2uwzm70QWOA"", 
    types = list(""premise""))","OK",1,"ChIJh6LVOTozDogR2uwzm70QWOA","5002 W Fulton St, Chicago, IL 60644, USA",41.8858936,-87.7506642,"W Fulton St","Chicago","Cook County","IL","US","short_name","5002","Austin","60644","2511",NA,NA,NA
"5003 S ELIZABETH ",23,2011-10-21,2012-03-16,"Chicago","IL",NA,5003,"S ELIZABETH","S","ELIZABETH","ELIZABETH",NA,"5003+S+ELIZABETH+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5003+S+ELIZABETH+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5003"", ""South Elizabeth Street"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""5922""), short_name = c(""5003"", ""S Elizabeth St"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""5922""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", 
""political""), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""5003 S Elizabeth St, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8030601, lng = -87.6559561), southwest = list(lat = 41.803002, lng = -87.6561378)), location = list(lat = 41.8030385, lng = -87.6560514), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8043800302915, lng = -87.6546979697085), southwest = list(lat = 41.8016820697085, lng = -87.6573959302915))), place_id = ""ChIJ57FwpIkuDogRCyLlPGOqaqM"", 
    types = list(""premise""))","OK",1,"ChIJ57FwpIkuDogRCyLlPGOqaqM","5003 S Elizabeth St, Chicago, IL 60609, USA",41.8030385,-87.6560514,"S Elizabeth St","Chicago","Cook County","IL","US","short_name","5003","Back of the Yards","60609","5922",NA,NA,NA
"5005 W CHICAGO ",4,2016-05-18,2016-08-31,"Chicago","IL",NA,5005,"W CHICAGO","W","CHICAGO","CHICAGO",NA,"5005+W+CHICAGO+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5005+W+CHICAGO+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5005"", ""West Chicago Avenue"", ""Austin"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60651"", ""3004""), short_name = c(""5005"", ""W Chicago Ave"", ""Austin"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60651"", ""3004""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""5005 W Chicago Ave, Chicago, IL 60651, USA"", geometry = list(location = list(lat = 41.894661, lng = -87.751043), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8960099802915, lng = -87.7496940197085), southwest = list(lat = 41.8933120197085, lng = -87.7523919802915))), place_id = ""ChIJ622-mjMzDogRmHO9Icjh2No"", plus_code = list(compound_code = ""V6VX+VH Chicago, Illinois, United States"", global_code = ""86HJV6VX+VH""), types = list(
    ""street_address""))","OK",1,"ChIJ622-mjMzDogRmHO9Icjh2No","5005 W Chicago Ave, Chicago, IL 60651, USA",41.894661,-87.751043,"W Chicago Ave","Chicago","Cook County","IL","US","short_name","5005","Austin","60651","3004",NA,NA,NA
"5008 W OHIO ",4,2011-10-04,2011-10-04,"Chicago","IL",NA,5008,"W OHIO","W","OHIO","OHIO",NA,"5008+W+OHIO+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5008+W+OHIO+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5008"", ""West Ohio Street"", ""Austin"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60644""), short_name = c(""5008"", ""W Ohio St"", ""Austin"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60644""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code""))), formatted_address = ""5008 W Ohio St, Chicago, IL 60644, USA"", 
    geometry = list(bounds = list(northeast = list(lat = 41.8915564, lng = -87.7509939), southwest = list(lat = 41.8914522, lng = -87.7510708)), location = list(lat = 41.8915182, lng = -87.751018), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8928532802915, lng = -87.7496833697085), southwest = list(lat = 41.8901553197085, lng = -87.7523813302915))), place_id = ""ChIJneqKRzEzDogRxEjOEatf-Ds"", types = list(""premise""))","OK",1,"ChIJneqKRzEzDogRxEjOEatf-Ds","5008 W Ohio St, Chicago, IL 60644, USA",41.8915182,-87.751018,"W Ohio St","Chicago","Cook County","IL","US","short_name","5008","Austin","60644",NA,NA,NA,NA
"5009 W ADAMS ",4,2012-11-27,2012-11-27,"Chicago","IL",NA,5009,"W ADAMS","W","ADAMS","ADAMS",NA,"5009+W+ADAMS+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5009+W+ADAMS+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5009"", ""West Adams Street"", ""Austin"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60644"", ""4343""), short_name = c(""5009"", ""W Adams St"", ""Austin"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60644"", ""4343""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", ""postal_code_suffix""))), 
    formatted_address = ""5009 W Adams St, Chicago, IL 60644, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8784067, lng = -87.7497704), southwest = list(lat = 41.8782175, lng = -87.7498556)), location = list(lat = 41.878314, lng = -87.7498259), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8796610802915, lng = -87.7484640197085), southwest = list(lat = 41.8769631197085, lng = -87.7511619802915))), place_id = ""ChIJITtAhT0zDogRgLV84Ydmkqk"", types = list(""premise""))","OK",1,"ChIJITtAhT0zDogRgLV84Ydmkqk","5009 W Adams St, Chicago, IL 60644, USA",41.878314,-87.7498259,"W Adams St","Chicago","Cook County","IL","US","short_name","5009","Austin","60644","4343",NA,NA,NA
"501 W CRYSTAL ",4,2011-10-04,2011-10-04,"Chicago","IL",NA,501,"W CRYSTAL","W","CRYSTAL","CRYSTAL",NA,"501+W+CRYSTAL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=501+W+CRYSTAL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""West Crystal Street"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States""), short_name = c(""W Crystal St"", ""Chicago"", ""Cook County"", ""IL"", ""US""), types = list(""route"", c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political"")))), formatted_address = ""W Crystal St, Chicago, IL, USA"", geometry = list(bounds = list(northeast = list(lat = 41.9079227, lng = -87.658113), 
    southwest = list(lat = 41.9008101, lng = -87.7664934)), location = list(lat = 41.9037134, lng = -87.7116882), location_type = ""GEOMETRIC_CENTER"", viewport = list(northeast = list(lat = 41.9079227, lng = -87.658113), southwest = list(lat = 41.9008101, lng = -87.7664934))), place_id = ""ChIJP1Y9LEnND4gRTbAjDFdBGuc"", types = list(""route""))","OK",1,"ChIJP1Y9LEnND4gRTbAjDFdBGuc","W Crystal St, Chicago, IL, USA",41.9037134,-87.7116882,"W Crystal St","Chicago","Cook County","IL","US","short_name",NA,NA,NA,NA,NA,NA,NA
"5011 W CRYSTAL ",4,2011-10-04,2011-10-04,"Chicago","IL",NA,5011,"W CRYSTAL","W","CRYSTAL","CRYSTAL",NA,"5011+W+CRYSTAL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5011+W+CRYSTAL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5011"", ""West Crystal Street"", ""Austin"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60651"", ""1528""), short_name = c(""5011"", ""W Crystal St"", ""Austin"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60651"", ""1528""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""5011 W Crystal St, Chicago, IL 60651, USA"", geometry = list(bounds = list(northeast = list(lat = 41.9030757, lng = -87.7513489), southwest = list(lat = 41.9029398, lng = -87.751448)), location = list(lat = 41.9029982, lng = -87.7514026), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.9043567302915, lng = -87.7500494697085), southwest = list(lat = 41.9016587697085, lng = -87.7527474302915))), place_id = ""ChIJQ3aHrM7MD4gRr25UNNwfzRQ"", 
    types = list(""premise""))","OK",1,"ChIJQ3aHrM7MD4gRr25UNNwfzRQ","5011 W Crystal St, Chicago, IL 60651, USA",41.9029982,-87.7514026,"W Crystal St","Chicago","Cook County","IL","US","short_name","5011","Austin","60651","1528",NA,NA,NA
"5015 S JUSTINE ",2,2011-02-08,2011-02-08,"Chicago","IL",NA,5015,"S JUSTINE","S","JUSTINE","JUSTINE",NA,"5015+S+JUSTINE+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5015+S+JUSTINE+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5015"", ""South Justine Street"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""4920""), short_name = c(""5015"", ""S Justine St"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""4920""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""5015 S Justine St, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8026719, lng = -87.6631914), southwest = list(lat = 41.8026078, lng = -87.6634326)), location = list(lat = 41.8026421, lng = -87.6632954), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8039888302915, lng = -87.6619630197085), southwest = list(lat = 41.8012908697085, lng = -87.6646609802915))), place_id = ""ChIJCbSJC2QuDogRqQBVpjXtu-w"", 
    types = list(""premise""))","OK",1,"ChIJCbSJC2QuDogRqQBVpjXtu-w","5015 S Justine St, Chicago, IL 60609, USA",41.8026421,-87.6632954,"S Justine St","Chicago","Cook County","IL","US","short_name","5015","Back of the Yards","60609","4920",NA,NA,NA
"5015 S ROCKWELL ",18,2013-11-08,2014-04-01,"Chicago","IL",NA,5015,"S ROCKWELL","S","ROCKWELL","ROCKWELL",NA,"5015+S+ROCKWELL+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5015+S+ROCKWELL+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5015"", ""South Rockwell Street"", ""Gage Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60632"", ""1432""), short_name = c(""5015"", ""S Rockwell St"", ""Gage Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60632"", ""1432""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""5015 S Rockwell St, Chicago, IL 60632, USA"", geometry = list(location = list(lat = 41.802378, lng = -87.688806), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8037269802915, lng = -87.6874570197085), southwest = list(lat = 41.8010290197085, lng = -87.6901549802915))), place_id = ""ChIJ73ojHxouDogRTWGR_oJA39g"", plus_code = list(compound_code = ""R826+XF Chicago, Illinois, United States"", global_code = ""86HJR826+XF""), types = list(
    ""street_address""))","OK",1,"ChIJ73ojHxouDogRTWGR_oJA39g","5015 S Rockwell St, Chicago, IL 60632, USA",41.802378,-87.688806,"S Rockwell St","Chicago","Cook County","IL","US","short_name","5015","Gage Park","60632","1432",NA,NA,NA
"5015 S ROCKWELL ST ",6,2014-04-01,2014-04-01,"Chicago","IL",NA,5015,"S ROCKWELL ST","S","ROCKWELL","ST","ST","5015+S+ROCKWELL+ST+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5015+S+ROCKWELL+ST+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5015"", ""South Rockwell Street"", ""Gage Park"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60632"", ""1432""), short_name = c(""5015"", ""S Rockwell St"", ""Gage Park"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60632"", ""1432""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""), ""postal_code"", 
    ""postal_code_suffix""))), formatted_address = ""5015 S Rockwell St, Chicago, IL 60632, USA"", geometry = list(location = list(lat = 41.802378, lng = -87.688806), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8037269802915, lng = -87.6874570197085), southwest = list(lat = 41.8010290197085, lng = -87.6901549802915))), place_id = ""ChIJ73ojHxouDogRTWGR_oJA39g"", plus_code = list(compound_code = ""R826+XF Chicago, Illinois, United States"", global_code = ""86HJR826+XF""), types = list(
    ""street_address""))","OK",1,"ChIJ73ojHxouDogRTWGR_oJA39g","5015 S Rockwell St, Chicago, IL 60632, USA",41.802378,-87.688806,"S Rockwell St","Chicago","Cook County","IL","US","short_name","5015","Gage Park","60632","1432",NA,NA,NA
"5016 S MAY ",24,2014-03-17,2015-11-10,"Chicago","IL",NA,5016,"S MAY","S","MAY","MAY",NA,"5016+S+MAY+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5016+S+MAY+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5016"", ""South May Street"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""5026""), short_name = c(""5016"", ""S May St"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""5026""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", ""political""
), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""5016 S May St, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.802739, lng = -87.6540707), southwest = list(lat = 41.8026762, lng = -87.6542497)), location = list(lat = 41.802699, lng = -87.6541536), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8040565802915, lng = -87.6528112197085), southwest = list(lat = 41.8013586197085, lng = -87.6555091802915))), place_id = ""ChIJBf2gQIkuDogRxnPpQtYF3S4"", 
    types = list(""premise""))","OK",1,"ChIJBf2gQIkuDogRxnPpQtYF3S4","5016 S May St, Chicago, IL 60609, USA",41.802699,-87.6541536,"S May St","Chicago","Cook County","IL","US","short_name","5016","Back of the Yards","60609","5026",NA,NA,NA
"5017 S ELIZABETH ",4,2016-08-16,2016-08-16,"Chicago","IL",NA,5017,"S ELIZABETH","S","ELIZABETH","ELIZABETH",NA,"5017+S+ELIZABETH+Chicago,IL","https://maps.googleapis.com/maps/api/geocode/json?address=5017+S+ELIZABETH+Chicago,IL&key=AIzaSyCJdnRf5aQd3QEXPpL--L79kd9B0z8rs4U",1,"list(address_components = list(list(long_name = c(""5017"", ""South Elizabeth Street"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""Illinois"", ""United States"", ""60609"", ""5922""), short_name = c(""5017"", ""S Elizabeth St"", ""Back of the Yards"", ""Chicago"", ""Cook County"", ""IL"", ""US"", ""60609"", ""5922""), types = list(""street_number"", ""route"", c(""neighborhood"", ""political""), c(""locality"", ""political""), c(""administrative_area_level_2"", ""political""), c(""administrative_area_level_1"", ""political""), c(""country"", 
""political""), ""postal_code"", ""postal_code_suffix""))), formatted_address = ""5017 S Elizabeth St, Chicago, IL 60609, USA"", geometry = list(bounds = list(northeast = list(lat = 41.8027143, lng = -87.6559401), southwest = list(lat = 41.8026532, lng = -87.656122)), location = list(lat = 41.8026883, lng = -87.6560129), location_type = ""ROOFTOP"", viewport = list(northeast = list(lat = 41.8040327302915, lng = -87.6546820697085), southwest = list(lat = 41.8013347697085, lng = -87.6573800302915))), place_id = ""ChIJ-_qAmIkuDogRZ7kIm8Cp_GM"", 
    types = list(""premise""))","OK",1,"ChIJ-_qAmIkuDogRZ7kIm8Cp_GM","5017 S Elizabeth St, Chicago, IL 60609, USA",41.8026883,-87.6560129,"S Elizabeth St","Chicago","Cook County","IL","US","short_name","5017","Back of the Yards","60609","5922",NA,NA,NA
